Temparature,Humidity,Moisture,SoilType,CropType,Nitrogen,Potassium,Phosphorous,WaterNeeded,FertilizerName
30.87,58.93,70,Clayey,Oil seeds,2,9,32,19.746,28-28
33.25,69.66,51.62,Sandy,Maize,36,0,4,52.15576872,Urea
30.25,72.59,57.4,Black,Pulses,4,0,15,28.450197,28-28
31.59,67.65,56.8,Sandy,Oil seeds,7,3,42,41.137632,Urea
37.68,62.61,54.72,Black,Ground Nuts,41,0,4,38.3292936,Urea
30.23,70.15,26.2,Red,Oil seeds,19,0,33,61.197543,17-17-17
30.29,58.63,51.24,Loamy,Ground Nuts,24,0,16,39.624814,17-17-17
27.47,53.06,40,Red,Paddy,8,0,40,77.6259,28-28
29.05,52,53.16,Black,Cotton,19,0,15,34.610076,28-28
22.27,58.06,38.54,Black,Tobacco,2,16,19,43.48344168,28-28
26.4,57.87,57.72,Sandy,Cotton,36,0,2,37.4761464,14-35-14
24.38,52.09,25.67,Loamy,Sugarcane,13,10,26,70.26377735,28-28
33.24,51.28,65.32,Black,Pulses,5,14,29,28.3529808,Urea
27.41,52.54,41.48,Black,Barley,9,0,10,41.370714,Urea
32.64,77.53,39.18,Clayey,Maize,12,0,34,40.95205224,20-20
27.61,71.93,41.84,Red,Barley,18,0,29,44.3065788,17-17-17
36.71,76.2,24.17,Sandy,Barley,10,0,17,77.6377872,14-35-14
31.72,71.9,41.1,Clayey,Oil seeds,14,2,38,36.513288,20-20
38.33,70.83,45.85,Loamy,Cotton,1,14,17,49.4091675,Urea
31.36,44.29,43.74,Sandy,Pulses,10,0,40,61.148994,17-17-17
31.97,57.04,39.26,Loamy,Maize,23,0,26,57.0725188,10/26/2026
30.86,66.38,42.56,Clayey,Sugarcane,15,0,41,46.91193728,14-35-14
29.81,63.42,20,Loamy,Millets,12,0,37,62.328,10/26/2026
30.18,68.42,36.95,Clayey,Barley,34,2,1,38.41006,17-17-17
25.23,62.86,38.43,Red,Cotton,41,0,4,46.7519481,20-20
37.04,68.38,51.4,Red,Maize,4,9,28,52.8607134,28-28
26.14,52.36,40.32,Clayey,Paddy,24,0,17,54.499776,14-35-14
25.71,49.13,33.26,Sandy,Sugarcane,5,10,31,80.01712212,14-35-14
30.12,69.25,21.43,Loamy,Paddy,39,1,4,89.11605825,28-28
27.34,63.01,48.83,Black,Cotton,21,2,23,33.69928275,10/26/2026
30.29,69.44,58.64,Clayey,Pulses,40,0,0,25.1005568,14-35-14
33.67,68.27,57.75,Clayey,Millets,34,4,0,28.12329,DAP
34.7,66.76,69.2,Loamy,Sugarcane,7,14,16,34.442408,20-20
34.38,60.73,50.97,Red,Oil seeds,9,11,8,47.67407535,DAP
33.48,62.18,48.6,Black,Wheat,9,3,13,39.723462,20-20
33.6,60.98,68.08,Clayey,Tobacco,13,10,30,26.57071872,14-35-14
31.74,62.32,52.3,Loamy,Sugarcane,6,4,40,51.046632,Urea
27.11,49.05,43.91,Black,Oil seeds,18,4,27,40.23083295,20-20
29.56,70.11,44.74,Sandy,Wheat,44,0,0,49.1139828,20-20
33.71,58.93,43.88,Loamy,Barley,18,0,33,49.360346,DAP
21.93,44.5,63.49,Red,Maize,15,1,7,31.63522131,14-35-14
33.53,60.05,37.18,Red,Maize,12,1,40,66.15721827,20-20
25.31,51.61,33.05,Red,Ground Nuts,17,0,40,55.09750675,DAP
31.78,65.4,52.23,Sandy,Ground Nuts,18,0,42,46.3521864,10/26/2026
34.68,58.89,27.43,Sandy,Pulses,39,1,0,78.3015786,28-28
39.75,60.73,38.94,Clayey,Millets,11,0,42,48.4254648,17-17-17
22.69,51.37,61.27,Sandy,Oil seeds,8,0,19,32.3914482,Urea
24.06,40.2,34.24,Black,Wheat,2,19,12,46.1753568,10/26/2026
38.25,74.83,48.66,Clayey,Sugarcane,36,0,3,47.56568856,17-17-17
40,64.51,51.07,Red,Millets,36,0,0,52.60929135,28-28
35.73,71.25,45.65,Clayey,Millets,12,3,30,37.321058,20-20
31.33,52.44,48.45,Black,Maize,40,0,2,44.1142218,DAP
32.64,71.49,45.45,Black,Maize,9,17,16,42.95247908,14-35-14
24.83,51.23,46.97,Red,Millets,19,0,18,43.19266985,28-28
30.57,73.76,66.01,Loamy,Oil seeds,18,0,39,25.240974,17-17-17
27.61,52.18,38.91,Black,Tobacco,36,0,3,52.20775836,20-20
25.3,51.45,24.59,Sandy,Barley,9,9,32,67.755885,17-17-17
31.71,58.44,35.47,Loamy,Pulses,14,0,34,54.33426,Urea
25.28,55.82,32.12,Clayey,Barley,6,12,13,39.451856,10/26/2026
29.97,58.25,31.86,Loamy,Sugarcane,38,0,0,71.5875433,28-28
32.38,58.5,45.02,Red,Wheat,8,0,38,51.7147378,20-20
30.69,59.44,51.07,Sandy,Sugarcane,26,0,17,62.33173128,10/26/2026
33.71,71.14,43.81,Clayey,Millets,37,0,4,36.793212,17-17-17
26.91,52.52,30.81,Black,Cotton,17,3,41,48.2973876,28-28
29.32,51.48,40.11,Red,Tobacco,20,0,22,65.5364292,Urea
25.99,55.37,65.56,Sandy,Wheat,9,4,12,30.7046376,28-28
33.65,66.5,65.99,Black,Wheat,9,8,32,25.7268645,DAP
29.23,55.19,29.27,Red,Wheat,20,2,20,62.91539595,28-28
25.5,65.19,38.34,Loamy,Oil seeds,40,0,2,42.178523,Urea
26.92,56.83,44.88,Loamy,Wheat,34,2,3,41.57426,Urea
35.51,70.33,59.14,Loamy,Paddy,40,0,0,52.6205295,DAP
27.1,61.29,41.14,Sandy,Tobacco,28,3,16,62.34404112,10/26/2026
32.66,55.25,20,Red,Paddy,0,13,16,115.7574,10/26/2026
35.8,55.37,57.55,Clayey,Maize,7,8,27,35.0828874,14-35-14
29.38,54.47,52.56,Sandy,Maize,22,0,24,51.0516072,14-35-14
36.66,76.82,39.74,Sandy,Millets,7,8,30,61.4001192,10/26/2026
32.53,60.02,29.35,Clayey,Wheat,10,4,42,48.07026,Urea
32.66,74.93,33.56,Black,Pulses,13,0,12,46.5541758,17-17-17
34.63,63.8,24.01,Black,Maize,11,0,38,65.72101536,Urea
24.84,62.63,36.65,Black,Oil seeds,7,8,28,38.97830475,10/26/2026
29,44.56,33.96,Red,Millets,16,1,16,62.2704368,20-20
35.26,53.82,24.93,Red,Ground Nuts,21,2,19,77.3003297,Urea
33.42,55.5,64.41,Black,Paddy,5,5,32,42.80462685,17-17-17
28.04,55.51,49.43,Sandy,Wheat,40,0,4,47.530743,28-28
34.9,61.86,35.47,Clayey,Millets,22,4,26,45.8782488,20-20
22.34,53.62,38.61,Red,Wheat,16,1,5,45.8319323,17-17-17
28.11,47.2,36.8,Clayey,Paddy,10,0,35,62.659008,20-20
34.35,66.79,51.52,Black,Wheat,4,9,24,37.2202776,17-17-17
28.74,48.61,35.72,Red,Tobacco,14,3,37,70.5736548,14-35-14
22.56,50.58,29.13,Loamy,Oil seeds,12,0,17,49.488521,20-20
26.95,50.63,43,Sandy,Barley,28,0,14,53.75214,10/26/2026
26.39,54.79,46.15,Sandy,Wheat,25,0,19,48.713787,DAP
30.13,72.21,35.94,Red,Ground Nuts,39,3,0,52.2540623,14-35-14
35.71,67.62,25.16,Red,Pulses,35,0,2,72.1240564,17-17-17
28.88,60.85,28.57,Clayey,Barley,19,0,40,44.1923124,10/26/2026
27.05,44.74,56.64,Red,Sugarcane,11,0,4,50.67652304,10/26/2026
29.34,44.01,41.14,Loamy,Tobacco,42,0,0,61.220286,14-35-14
39.33,67.44,37.85,Loamy,Sugarcane,7,0,37,76.706773,14-35-14
28.53,59.01,60.57,Clayey,Ground Nuts,8,0,40,24.4639492,28-28
23.12,58.63,37.49,Black,Cotton,33,3,0,37.65133575,14-35-14
31.53,58.95,51.37,Clayey,Paddy,17,0,21,48.7768626,14-35-14
33.55,60.65,58.59,Red,Wheat,8,2,9,39.52688025,20-20
30.15,64.35,67.45,Black,Pulses,14,12,11,22.88671875,20-20
39.81,63.65,63.69,Red,Tobacco,11,4,37,46.87236114,14-35-14
34.51,52.14,70,Clayey,Sugarcane,4,11,26,29.0004,28-28
35.66,54.44,42.29,Loamy,Sugarcane,26,0,18,70.596643,17-17-17
25.65,62.92,28.49,Sandy,Barley,44,0,2,59.9311008,14-35-14
28.51,44.09,28.38,Black,Ground Nuts,36,0,0,54.7731855,10/26/2026
30.09,54.43,60.02,Red,Maize,12,0,31,40.13498247,17-17-17
22.27,61.81,43.11,Red,Paddy,10,15,20,59.73321998,DAP
38.38,65.51,46.26,Black,Maize,9,18,17,50.01310413,28-28
32.61,50.77,63.48,Red,Ground Nuts,8,0,39,36.0885162,Urea
26.99,47.9,45.66,Red,Paddy,18,0,11,71.7556983,10/26/2026
29.77,63.41,50.3,Black,Millets,16,0,7,34.8155955,17-17-17
28.27,59.38,45,Loamy,Ground Nuts,13,3,41,42.2675,10/26/2026
33.5,53.07,46.85,Red,Cotton,24,0,29,52.89036225,17-17-17
37.95,68.37,55.82,Loamy,Pulses,37,4,0,40.519687,14-35-14
25.06,64.02,38.39,Black,Ground Nuts,26,3,22,37.7663139,DAP
26.79,62.91,25.01,Loamy,Sugarcane,14,0,35,70.31249875,DAP
26.72,52.56,31.72,Sandy,Paddy,12,0,41,94.8327264,DAP
22.39,61.19,37.56,Black,Millets,21,4,21,36.0694026,14-35-14
30.98,72.26,70,Sandy,Wheat,3,6,26,27.2988,14-35-14
30.37,74.96,45.96,Sandy,Maize,3,18,20,52.25840928,Urea
36.58,61.79,40.55,Loamy,Maize,16,2,44,60.33669675,DAP
26.45,60.78,50.52,Sandy,Wheat,18,0,24,43.0535376,28-28
25.6,52.6,54.46,Red,Maize,13,0,13,41.2724466,Urea
35.57,72.13,33.41,Red,Millets,35,2,0,62.31658675,Urea
33.06,60.37,69.48,Sandy,Millets,12,0,39,31.4728344,28-28
29.39,53.28,40.12,Loamy,Pulses,17,0,21,49.185432,Urea
28.21,59.37,42.81,Red,Paddy,46,4,4,72.40983173,17-17-17
35.57,60.63,45.71,Black,Sugarcane,7,4,31,57.69140423,14-35-14
37.32,76.39,48.4,Loamy,Cotton,9,20,18,44.60562,28-28
40,56.27,40.77,Loamy,Millets,13,2,37,60.3346395,Urea
39.82,70.94,30.3,Loamy,Pulses,8,3,30,65.63649,28-28
38.99,74.78,27.58,Black,Paddy,9,0,17,88.5671253,Urea
27.9,58.51,31.93,Red,Millets,36,3,3,57.31459965,20-20
33.88,68.15,42.03,Sandy,Sugarcane,9,12,32,75.67902342,28-28
40,71.79,58.99,Black,Sugarcane,19,1,39,45.15317879,14-35-14
30.18,53.72,36.61,Red,Barley,10,0,14,58.223715,17-17-17
32.53,56.27,29.85,Clayey,Pulses,33,0,0,48.78231,17-17-17
33.72,50.47,44.08,Black,Pulses,11,0,16,46.4049324,10/26/2026
31.86,51.97,62.52,Black,Tobacco,5,11,33,35.51372424,28-28
34.28,52.14,44.07,Black,Tobacco,39,4,0,55.86802956,10/26/2026
25.94,60.8,62.34,Clayey,Ground Nuts,11,0,19,21.5354944,Urea
26.63,56.66,45.46,Red,Pulses,23,1,21,44.9535042,DAP
35.09,63.88,46.21,Loamy,Cotton,26,4,25,47.464296,20-20
32.66,59.08,54.63,Red,Millets,14,2,9,42.8102246,Urea
34.76,67.48,24.8,Loamy,Tobacco,34,0,0,77.407872,17-17-17
31.21,56.6,34.03,Sandy,Wheat,18,2,40,66.5927568,14-35-14
34.72,67.85,69.81,Loamy,Barley,4,4,29,25.8169785,Urea
23.38,55.92,50.56,Clayey,Wheat,7,20,19,27.211776,14-35-14
30.14,55.49,45.37,Clayey,Oil seeds,34,4,0,36.0710964,DAP
29.71,50.93,41.83,Sandy,Wheat,12,4,39,58.6039482,14-35-14
30.88,51,46.08,Red,Millets,8,5,27,51.1625312,28-28
31.28,68.41,27.47,Black,Oil seeds,19,0,25,51.14779335,10/26/2026
32.92,77.29,48.08,Clayey,Paddy,11,14,22,48.0955728,10/26/2026
25.87,69.73,28.7,Clayey,Wheat,16,2,40,38.1455,17-17-17
30.53,63.85,56.3,Sandy,Barley,39,1,1,41.498394,20-20
37.03,69.99,42.75,Clayey,Paddy,39,0,0,61.187655,14-35-14
37.38,70.59,66.29,Sandy,Maize,8,2,17,39.80941998,20-20
28.44,55.23,33.64,Red,Ground Nuts,24,0,17,57.8602794,10/26/2026
24.57,49.59,48.59,Sandy,Ground Nuts,25,0,19,45.8649174,17-17-17
25.23,48.23,21.3,Black,Maize,13,17,13,59.48267985,Urea
30.98,60.86,33.37,Red,Oil seeds,12,0,44,59.7557829,20-20
28.45,55.92,48.02,Black,Cotton,18,2,19,36.9297108,17-17-17
22.21,43.72,21.74,Clayey,Oil seeds,14,15,14,45.4283648,Urea
36.2,55.53,54.66,Clayey,Sugarcane,12,1,37,44.62380936,10/26/2026
32.48,64.01,50.17,Loamy,Tobacco,11,1,39,49.6037718,20-20
29.67,60,70,Red,Tobacco,13,3,8,31.41864,Urea
30.62,59.17,45.5,Sandy,Ground Nuts,36,0,3,53.40237,20-20
29.51,55.64,28.32,Loamy,Tobacco,16,0,33,69.844992,Urea
29.64,54.26,30.97,Black,Cotton,8,2,11,51.0373305,Urea
30.83,64.19,23.01,Clayey,Pulses,8,2,27,49.0056748,Urea
34.15,50.64,39.17,Loamy,Millets,41,0,0,56.559734,17-17-17
32.54,52.1,29.86,Sandy,Paddy,7,8,27,112.4021556,20-20
35.15,65.46,50.44,Red,Pulses,24,4,19,47.7396612,Urea
32.88,70.34,29.01,Loamy,Ground Nuts,7,0,41,57.210841,14-35-14
32.26,57.08,42.58,Clayey,Ground Nuts,35,0,0,39.4957728,Urea
28.94,60.34,31.18,Loamy,Millets,12,4,36,53.480022,17-17-17
24.61,43.14,27.28,Red,Oil seeds,45,1,0,62.113788,28-28
32.63,71.17,55.93,Loamy,Millets,11,10,27,35.1127725,Urea
31.18,72.57,46.74,Loamy,Maize,9,7,27,44.5692995,14-35-14
23.69,57.9,39.61,Sandy,Cotton,6,11,31,49.5898524,14-35-14
32.48,53.65,28.91,Clayey,Tobacco,41,3,0,60.14896464,17-17-17
28.7,53.21,40.31,Sandy,Ground Nuts,26,0,14,57.8718426,14-35-14
32.8,71.66,44.08,Red,Oil seeds,12,9,14,49.0681224,Urea
37.65,60.86,24.45,Black,Maize,7,0,34,70.95754215,10/26/2026
26.1,50.4,41.08,Black,Oil seeds,3,16,17,40.83156,28-28
31.22,74.54,61.36,Sandy,Maize,9,0,38,38.34030816,Urea
36.78,69.9,38.86,Red,Ground Nuts,13,1,37,59.5937694,DAP
38.75,58.17,52.93,Loamy,Maize,33,0,3,50.95633455,28-28
29.13,47.06,44.06,Red,Pulses,1,17,12,52.1377582,20-20
28.65,62.64,41.6,Loamy,Pulses,30,0,1,44.37232,DAP
20.54,40.79,56.58,Clayey,Cotton,32,0,2,24.5531416,28-28
27.19,62.12,35.74,Red,Cotton,45,0,0,51.8269752,Urea
29.74,53.77,40.06,Red,Tobacco,41,2,0,65.34982476,17-17-17
33.98,67.67,62.06,Black,Oil seeds,10,10,15,28.7253225,DAP
28.91,67.6,39.3,Red,Pulses,9,4,12,49.423154,DAP
26.09,50.03,60.84,Sandy,Millets,10,17,15,36.2613768,20-20
29.22,54.96,70,Black,Ground Nuts,32,0,0,21.8592,10/26/2026
27.68,66.84,28.69,Black,Oil seeds,9,18,20,46.1703726,28-28
21.94,46.3,27.7,Loamy,Sugarcane,10,0,14,66.479127,14-35-14
32.27,54.7,59.44,Sandy,Ground Nuts,9,2,39,42.4371168,DAP
29.59,47.26,67.15,Loamy,Ground Nuts,36,0,0,28.103175,14-35-14
38.97,61.93,48.53,Black,Tobacco,37,0,0,53.9060751,DAP
40,63.37,45.26,Sandy,Maize,36,0,0,71.03927292,14-35-14
32.81,73.39,41.77,Sandy,Pulses,6,2,36,55.149633,28-28
36.48,66.13,30.41,Black,Cotton,13,4,9,56.30213745,DAP
31.25,67.15,42.57,Sandy,Tobacco,45,4,1,65.2703436,17-17-17
24.83,57.76,31.75,Sandy,Ground Nuts,17,0,23,57.96882,14-35-14
29.72,53.18,42.19,Sandy,Cotton,19,3,33,57.474702,DAP
27.26,43.94,42.1,Loamy,Paddy,22,0,21,71.694675,14-35-14
34.34,55.85,27.98,Black,Wheat,39,0,0,58.8255759,28-28
23.7,41.13,58.8,Sandy,Ground Nuts,8,15,14,37.987224,Urea
33.32,71.88,37.86,Loamy,Sugarcane,8,4,32,65.191074,20-20
27.34,55.87,43.75,Clayey,Pulses,38,0,0,34.53525,10/26/2026
22.71,49.95,45.22,Loamy,Tobacco,6,12,23,46.3077252,14-35-14
29.55,59.76,58.15,Clayey,Wheat,12,0,12,26.522856,14-35-14
33.39,53.49,50.08,Sandy,Tobacco,13,5,17,64.72147968,28-28
31.64,68.77,39.39,Sandy,Ground Nuts,37,0,0,57.3819114,20-20
23.18,46.72,29.53,Black,Paddy,16,17,7,69.448185,17-17-17
24.94,66.7,66.09,Sandy,Pulses,7,0,10,27.0723876,17-17-17
21.74,44.09,59.39,Sandy,Barley,10,17,19,34.8117042,Urea
30.28,63.74,54.26,Loamy,Pulses,35,0,0,35.992806,17-17-17
23.22,49.73,51.54,Clayey,Pulses,20,0,22,27.748196,20-20
29.69,47.64,46.87,Clayey,Ground Nuts,25,3,20,36.3664224,14-35-14
35.79,55.43,70,Black,Maize,15,7,16,27.877905,DAP
38.68,77.89,35.76,Loamy,Maize,10,11,26,62.4775756,14-35-14
34.07,60.31,40.04,Red,Barley,13,0,40,58.0313866,20-20
29.16,66.79,59.72,Sandy,Ground Nuts,22,0,22,36.215748,17-17-17
36.5,69.77,62.08,Loamy,Ground Nuts,12,2,44,33.413208,10/26/2026
27.05,63.35,58.77,Red,Paddy,7,17,13,49.27036538,DAP
31.49,71.13,61.76,Black,Barley,10,0,33,26.6431464,28-28
30.84,59.19,45.38,Loamy,Wheat,21,0,23,44.834827,14-35-14
34.3,52.7,60.28,Sandy,Wheat,9,8,25,43.97004,20-20
31.13,73.3,29.78,Loamy,Barley,3,3,29,53.093342,DAP
28.87,58.01,36.28,Sandy,Tobacco,28,2,20,72.24471648,20-20
36.02,63.58,41.22,Red,Tobacco,8,4,13,70.024614,14-35-14
35.93,59.27,55.76,Sandy,Oil seeds,35,4,0,48.960408,DAP
32.15,54.75,62.62,Loamy,Cotton,12,2,38,32.492565,DAP
23.42,58.34,36.7,Clayey,Millets,43,4,2,34.268088,28-28
24.23,54.91,32.3,Loamy,Maize,10,20,17,52.8774235,20-20
28.51,48.44,45.73,Black,Cotton,12,1,33,40.442004,Urea
32.06,55.34,56.8,Sandy,Paddy,14,0,36,67.22352,DAP
31.18,54.19,43.3,Loamy,Tobacco,40,0,0,58.014306,17-17-17
33.59,54.6,51.9,Loamy,Barley,10,0,45,43.23228,Urea
30.36,59.8,70,Red,Millets,17,0,31,26.6706,Urea
28.79,64.17,68.25,Sandy,Tobacco,7,14,26,34.516314,20-20
28.74,44.89,43.99,Black,Cotton,18,1,22,42.86529315,14-35-14
32.33,48.88,31.39,Black,Sugarcane,32,2,0,72.42293214,DAP
39.12,61.14,51.1,Red,Millets,12,20,21,52.536693,Urea
34.71,54.08,46.09,Loamy,Millets,11,0,12,49.802058,Urea
30.34,64.88,34.89,Sandy,Barley,14,0,9,61.1304768,17-17-17
27.59,52.12,42.52,Red,Tobacco,12,3,40,60.03119232,17-17-17
35.14,69.39,45.5,Black,Wheat,12,0,39,41.9794425,Urea
29.61,55.37,42.37,Clayey,Barley,44,0,4,37.5908964,10/26/2026
27.8,61.15,38.19,Black,Tobacco,16,0,40,50.0827887,14-35-14
39.34,73.55,37.74,Sandy,Barley,12,1,41,68.6640636,10/26/2026
25.49,58.9,27.75,Sandy,Maize,10,0,10,68.218161,10/26/2026
30.35,62.68,46.39,Black,Cotton,38,0,1,38.2904064,20-20
29.31,65.11,40.63,Black,Tobacco,20,0,23,48.77257374,14-35-14
30.84,76.53,34,Loamy,Cotton,11,0,39,48.4539,Urea
34.51,54.23,48.09,Loamy,Sugarcane,21,0,23,62.02025115,DAP
29.97,59.98,41.02,Loamy,Tobacco,21,2,24,56.585412,10/26/2026
29.54,46.05,47.43,Clayey,Maize,10,22,13,39.81041988,10/26/2026
29.6,65.96,27.64,Sandy,Maize,18,2,21,72.80168544,DAP
32.18,62.78,23.55,Loamy,Pulses,4,4,30,63.430565,20-20
32.29,62.31,33.23,Sandy,Tobacco,39,4,1,80.2121364,10/26/2026
36.35,69.02,43.17,Loamy,Sugarcane,11,14,18,65.1538901,28-28
37.33,59.48,53.07,Clayey,Wheat,14,0,38,35.6367648,DAP
38.06,52.11,41.53,Clayey,Ground Nuts,10,4,43,46.8064044,14-35-14
29.52,68.99,56.83,Sandy,Paddy,14,3,33,57.9259377,20-20
40,78.86,52.13,Clayey,Sugarcane,10,9,28,45.09009336,17-17-17
22.07,51.67,51.97,Clayey,Tobacco,20,0,26,31.49461584,14-35-14
30.67,50.16,40.76,Black,Cotton,14,0,10,45.9903816,17-17-17
25.98,62.89,61.12,Red,Oil seeds,11,5,34,30.1578552,10/26/2026
29.25,53.85,33.95,Red,Maize,18,1,20,65.19514788,14-35-14
26.51,60.56,35.77,Loamy,Barley,10,0,9,46.720902,DAP
26.7,52.31,61.77,Clayey,Sugarcane,10,6,29,30.71199404,DAP
25.95,62.86,51.74,Clayey,Oil seeds,21,0,25,27.2070576,20-20
24.2,60.2,34.14,Loamy,Oil seeds,19,4,27,44.98238,28-28
23,52.82,37.28,Clayey,Millets,24,0,28,34.9174784,DAP
31.77,57.58,49.46,Sandy,Sugarcane,10,0,11,66.818934,20-20
30.35,73.19,41.73,Sandy,Ground Nuts,3,21,21,51.8171802,17-17-17
32.72,56.31,41.59,Sandy,Paddy,9,0,9,91.7697033,17-17-17
32.17,56.59,62.96,Clayey,Oil seeds,11,10,26,25.4968544,28-28
29.6,58.17,40.56,Red,Millets,17,4,38,52.3823916,DAP
29.06,62.14,45.05,Red,Ground Nuts,3,18,16,46.5728725,28-28
25.43,50.72,42.78,Clayey,Sugarcane,44,0,2,44.929144,Urea
31.93,61.7,61,Loamy,Pulses,3,11,29,32.3739,17-17-17
38.76,72.35,28.4,Black,Pulses,18,0,16,58.862718,28-28
22.95,47.87,42.49,Red,Sugarcane,7,14,17,59.18351225,14-35-14
35.14,69.77,31.06,Sandy,Ground Nuts,18,0,20,70.6455756,10/26/2026
22.81,48.89,28.47,Loamy,Maize,16,0,11,56.00262525,20-20
38.07,62.7,66.49,Red,Maize,31,0,0,38.43459609,20-20
24.17,62.74,42.08,Black,Wheat,39,0,3,34.9101216,17-17-17
29.03,66.58,27.4,Loamy,Ground Nuts,39,0,4,54.28302,28-28
37.98,57.42,48.64,Loamy,Pulses,4,0,8,49.9476,10/26/2026
24.2,63.32,30.41,Red,Sugarcane,14,21,16,66.41544338,17-17-17
39.47,72.83,59.41,Sandy,Tobacco,13,1,40,54.0804924,28-28
32.72,59.26,37.37,Loamy,Millets,38,2,4,53.742803,10/26/2026
23.61,40.7,39.71,Clayey,Paddy,6,18,12,55.6139076,14-35-14
24.04,65.32,45.42,Clayey,Ground Nuts,7,0,11,28.5649888,20-20
26.11,65.75,70,Red,Tobacco,5,8,26,27.46062,17-17-17
32.02,53.18,50.78,Sandy,Cotton,21,3,17,51.651468,Urea
29.17,59.16,55.51,Loamy,Wheat,14,18,8,35.040324,14-35-14
28.74,54.8,58.08,Black,Millets,12,0,7,30.2125824,14-35-14
28.05,53.77,30.81,Loamy,Pulses,35,4,1,54.8088585,20-20
30.96,57.8,42.72,Red,Sugarcane,39,3,0,68.00201408,14-35-14
32.12,70.24,29.28,Red,Barley,10,0,35,61.5490304,20-20
31.52,56.11,29.79,Clayey,Pulses,22,2,21,47.7343748,Urea
39.41,63.5,41.68,Black,Oil seeds,17,0,10,50.9501016,10/26/2026
24.4,59.68,29.94,Clayey,Paddy,9,19,19,57.9760512,14-35-14
37.61,56.44,61.31,Sandy,Maize,6,13,31,49.538676,17-17-17
26.71,59.61,29.75,Sandy,Barley,31,1,1,62.057445,28-28
35.3,65.91,61.45,Black,Pulses,38,2,4,30.40843275,28-28
26.25,48.11,47.36,Clayey,Oil seeds,8,14,13,33.0347584,DAP
23.41,47.11,60.88,Sandy,Maize,34,0,0,37.83287376,14-35-14
26.86,58.4,49.47,Loamy,Millets,15,15,10,37.654956,14-35-14
30.4,64.62,29.5,Clayey,Pulses,23,0,22,44.26836,20-20
31.84,63.65,43.05,Clayey,Paddy,9,3,10,55.939707,17-17-17
35.66,67.28,53.18,Loamy,Paddy,9,15,21,61.577664,10/26/2026
32.88,53.21,20,Black,Paddy,4,9,25,96.2874,17-17-17
27.68,46.99,22.43,Black,Barley,35,2,0,57.15241245,17-17-17
31.06,58.96,32.69,Sandy,Millets,13,0,41,66.7499808,DAP
29.43,42.86,23.41,Clayey,Cotton,14,16,12,53.5701096,DAP
33.89,55.98,45.78,Sandy,Millets,10,7,32,58.4209656,20-20
37.59,73,62.01,Red,Ground Nuts,13,0,37,37.0584852,10/26/2026
27.06,58.24,46.67,Sandy,Sugarcane,7,13,11,62.3961,20-20
32.94,59.38,30.73,Black,Paddy,38,0,0,80.60014755,14-35-14
28.39,51.88,59.74,Loamy,Oil seeds,6,5,33,32.546184,DAP
31.18,55.41,33.33,Black,Barley,19,2,41,50.79553965,17-17-17
26.88,60.42,29.07,Black,Barley,8,20,13,46.9521135,20-20
28.78,46.7,36.68,Clayey,Tobacco,21,3,22,51.18890112,28-28
22.15,54.75,39.9,Clayey,Barley,24,0,20,32.17754,28-28
34.37,52.58,39.35,Red,Paddy,5,13,10,92.51702625,10/26/2026
38.93,72.2,68.8,Red,Tobacco,16,4,36,37.7904384,Urea
33.86,61.51,60.88,Loamy,Sugarcane,9,5,28,44.2269204,10/26/2026
29.29,49.2,35.91,Red,Cotton,16,1,40,59.2050602,10/26/2026
26.65,61.13,36.81,Loamy,Cotton,20,0,19,45.9612465,10/26/2026
23.94,46.32,39.99,Black,Millets,19,4,19,40.3555248,Urea
30.97,58,39.5,Sandy,Millets,20,0,19,60.21444,20-20
30.01,51.08,29.77,Black,Tobacco,38,2,0,64.07672832,DAP
27,61.54,48.67,Sandy,Sugarcane,22,0,23,58.63877604,17-17-17
23.87,50.93,44.6,Clayey,Pulses,9,20,17,32.03228,14-35-14
37.83,58.79,52.48,Red,Barley,36,4,3,50.3196408,Urea
28,47.27,57.35,Clayey,Tobacco,13,0,13,33.7235256,Urea
28.02,63.79,48.61,Loamy,Oil seeds,9,0,8,38.1031155,17-17-17
29.13,67.17,44.42,Black,Wheat,5,4,15,37.3539285,28-28
34.41,62.43,33.3,Loamy,Barley,25,0,28,58.432535,28-28
29.76,61.14,53.09,Black,Pulses,3,13,32,33.3319005,DAP
25.61,56.5,60.49,Loamy,Ground Nuts,13,0,40,28.830447,10/26/2026
22.49,46.82,30.38,Black,Tobacco,33,0,0,53.81319672,Urea
29.13,46.65,36.41,Loamy,Ground Nuts,5,12,19,54.0101665,14-35-14
31.29,60.08,42.87,Red,Tobacco,18,2,28,62.24473464,17-17-17
38.61,69.3,41.21,Black,Paddy,39,3,0,73.46956905,20-20
29.54,54.01,70,Loamy,Pulses,15,4,30,24.6225,DAP
34.72,64.79,24.84,Clayey,Maize,24,1,16,57.57225936,20-20
33.47,61.96,52.46,Sandy,Pulses,14,2,29,49.0384608,20-20
30.67,67.01,70,Loamy,Sugarcane,9,0,36,30.35565,28-28
23.84,40.88,64.6,Black,Barley,11,1,12,24.608664,Urea
35.5,64.73,50.91,Clayey,Pulses,11,0,38,34.8087372,14-35-14
26.3,56.35,38.58,Loamy,Sugarcane,39,0,2,59.4253855,14-35-14
21.44,43.3,36.7,Sandy,Cotton,23,0,15,54.106308,17-17-17
31.67,71.83,25.15,Sandy,Sugarcane,42,0,0,90.4060755,20-20
